ID,ward,district,age_hhh,sex_hhh,edu_hhh,elderly,adult,youth,family_size,nb_of_tractors,nb_of_two_wheel_tractors,nb_of_ploughs,nb_of_cultivators,nb_of_scotchcarts,nb_of_wheelbarows,nb_of_metal_siloes_or_other_improved_storage_facility,nb_of_solar_panels,nb_of_biogas_digester,nb_of_green_houses,nb_of_motorized_grinding_mill,cropped_area,fallow,maize,small_grains,legumes,other,cattle,small_rum,poultry,how_many_bee_hives_do_you_currently_own,do_you_have_a_fish_pond,TLU,do_you_have_an_individual_garden,do_you_have_access_to_a_community_garden,Main food source,Main income source,food_security,hdds,Quality certified seeds,Community seed banks,Drought tolerant varieties,Small grains,Early planting,Crop rotation,Intercropping,Cover crops,Mulching,Integrated pest management,Compost and/or manure,Drip- and/or micro-irrigation market,Optimum plant density,Tree planting on-farm,Tree retention (natural regeneration) on-farm,Improved livestock breed,Improved animal shelter,Water infrastructure,Routine vaccination,Home vaccination,Castration,Deworming,Dipping,Home spraying,Paravet,Homemade animal feed,Fodder production,Fodder preservation,Survival feeding,Commercial feed,Artificial insemination,Pen fattening,crop_div,liv_div,tot_div,clearing,soil_fertility,soil_erosion,soil_compaction,tree_cover,Basal fertilizer,Top-dressing fertilizer,Manure,Compost,credit,saving_loan,knowledge,cereals,Cereal yield (kg/ha),newliv,offtake,death,cattle_goats_poultry
378,Ward 27,Murehwa,48,0,1,0,2,4,7,0,0,0,0,0,1,0,3,0,0,0,2,1,1,0,0.18,0.82,0,6,233,0,No,3.53,0,0,0,1,0.833333333,10,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,6,3,9,0,Stable,Stable,Improving,Stable,150,200,600,300,No,Yes,Relatives,1000,1000,0.6,0.6,0.3,2
379,Ward 27,Murehwa,54,1,0,1,0,2,5,0,0,0,0,0,0,0,1,0,0,0,0.4,0,0.2,0,0,0.2,0,0,13,0,No,0.13,1,0,1,1,0.833333333,4,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,2,4,6,0,Stable,Improving,Improving,Improving,100,100,0,0,No,No,Government extension,400,2000,0.07,0.04,0,0.08
38,Ward 2,Mbire,43,0,0,0,3,3,9,0,0,0,0,0,0,0,1,0,0,0,1.2,0.8,0.8,0,0.4,0,0,20,5,0,No,4.05,0,0,0,0,0.5,3,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,4,6,0,Deteriorating,Deteriorating,Stable,Stable,50,50,0,0,No,No,Government extension,350,437.5,1.4,0.7,0.1,2
380,Ward 27,Murehwa,46,0,1,2,2,0,7,0,0,2,1,1,2,0,8,0,0,0,1,0,0.6,0.12,0.36,0.12,10,0,45,11,No,7.45,1,0,1,0,0.416666667,7,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,5,6,11,0,Deteriorating,Improving,Deteriorating,Improving,50,100,4000,0,No,No,Government extension,550,916.6666667,1.55,0.03,0.03,7.12
381,Ward 27,Murehwa,36,0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0.6,0,0.4,0,0,0.2,0,0,0,0,No,0,0,0,1,0,0.666666667,3,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,1,1,2,0,Stable,Improving,Improving,Improving,50,50,600,300,No,No,Government extension,300,750,0,0,0,0
382,Ward 27,Murehwa,57,1,0,0,6,2,9,0,0,1,0,1,1,0,2,0,0,0,0.7,0.3,0.4,0,0.3,0,5,7,7,0,No,4.97,1,0,1,0,0.583333333,5,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,5,4,9,0,Stable,Stable,Stable,Stable,60,75,0,0,Yes,No,Relatives,1250,3125,0.7,0.17,0.8,4.27
383,Ward 27,Murehwa,73,1,1,1,1,1,5,0,0,1,0,1,1,0,2,0,0,0,0.6,1,0.4,0,0.2,0,5,5,7,0,No,4.57,1,0,1,0,0.583333333,7,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,3,4,7,0,Deteriorating,Deteriorating,Deteriorating,Deteriorating,150,75,0,0,No,No,Government extension,270,675,0.71,0.2,0.7,4.07
384,Ward 27,Murehwa,53,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0.12,0.4,0.12,0,0,0,0,0,10,0,No,0.1,1,0,1,0,0.583333333,6,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,2,4,0,Improving,Improving,Deteriorating,Deteriorating,0,5,0,0,No,No,Relatives,250,2083.333333,0,0,0,0.06
385,Ward 27,Murehwa,37,0,1,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0.24,0,0.24,0,0,0,0,0,5,0,No,0.05,0,0,0,0,0.583333333,4,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,3,2,5,0,Improving,Improving,Improving,Improving,50,50,0,0,No,No,Government extension,250,1041.666667,0,0,0,0
386,Ward 27,Murehwa,37,1,1,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0.18,0,0.12,0,0.06,0,3,0,0,0,No,2.1,1,0,0,0,0.583333333,5,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,3,2,5,0,Deteriorating,Deteriorating,Deteriorating,Deteriorating,50,50,0,0,No,No,Government extension,150,1250,0,0,0.7,2.1
387,Ward 27,Murehwa,32,1,0,0,2,1,6,0,0,0,0,0,1,0,1,0,0,0,0.4,0,0.3,0,0.1,2.78E-17,0,3,1,0,No,0.61,0,0,0,0,0.5,4,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,4,3,7,1,Deteriorating,Improving,Deteriorating,Deteriorating,5,0,300,0,No,No,Government extension,50,166.6666667,0.11,0,0,0.31
388,Ward 27,Murehwa,62,0,1,2,0,1,3,0,0,1,0,0,0,0,2,0,0,0,1,0.12,0.24,0.03,0.09,0.64,9,3,30,0,No,7.2,1,0,1,1,1,7,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,8,4,12,0,Deteriorating,Deteriorating,Stable,Deteriorating,50,50,600,0,No,No,Government extension,500,2083.333333,2.2,0.1,0.75,6.9
389,Ward 27,Murehwa,63,1,0,0,1,0,4,0,0,0,0,0,0,0,3,0,0,0,1,0.4,0.4,0.2,0.4,0,0,0,2,0,No,0.02,1,0,1,1,0.416666667,7,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,5,2,7,0,Stable,Stable,Improving,Improving,20,50,0,900,No,No,Government extension,100,250,0,0,0,0
39,Ward 2,Mbire,34,0,0,0,2,0,5,0,0,0,0,0,0,0,1,0,0,0,0.8,0,0,0.8,0,0,0,4,1,0,No,0.81,0,0,1,0,0.416666667,3,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,3,4,0,Stable,Stable,Stable,Stable,0,0,0,0,No,No,Government extension,750,937.5,0.1,0,0,0.41
390,Ward 27,Murehwa,73,1,0,1,2,1,6,0,0,0,0,0,1,0,3,0,0,0,1,0,0.5,0,0.5,0,0,3,24,0,No,0.84,1,0,1,0,0.75,4,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,5,3,8,0,Improving,Improving,Stable,Deteriorating,50,70,500,300,No,No,Government extension,500,1000,0.09,0.24,0.1,0.48
391,Ward 27,Murehwa,40,0,1,0,2,0,5,0,0,0,0,0,1,0,3,0,0,0,0.4,0.2,0.2,0,0.11,0.1,0,0,4,0,No,0.04,0,0,1,0,0.666666667,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,2,7,0,Improving,Improving,Improving,Improving,60,100,0,400,Yes,No,Government extension,600,3000,0,0,0,0
392,Ward 27,Murehwa,75,0,0,2,1,0,8,0,0,0,0,0,0,0,1,0,0,0,1.2,0.2,0.602,0,0.4,0.198,0,2,0,0,No,0.4,1,0,1,0,0.166666667,3,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,2,6,0,Stable,Stable,Stable,Stable,50,50,0,0,No,No,Relatives,50,83.05647841,0,0,0,0.2
393,Ward 27,Murehwa,61,0,0,1,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0.4,0.8,0.4,0,0,0,0,2,5,0,No,0.45,1,0,1,0,0.583333333,3,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,4,4,8,0,Stable,Deteriorating,Deteriorating,Stable,50,20,350,0,No,No,Government extension,150,375,0.11,0,0.01,0.25
394,Ward 27,Murehwa,42,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0.06,0.12,0.06,0,0,0,0,0,0,0,No,0,0,0,0,0,0.25,5,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,2,0,Improving,Improving,Stable,Improving,5,5,0,50,No,No,Government extension,15,250,0,0,0,0
395,Ward 27,Murehwa,64,0,0,1,0,2,4,0,0,0,0,0,0,0,4,0,0,0,0.8,0,0.4,0,0.4,0,0,1,6,0,No,0.26,1,0,0,0,0.25,4,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,3,8,0,Stable,Deteriorating,Stable,Improving,50,50,0,100,No,No,Government extension,150,375,0.2,0.03,0.01,0.16
396,Ward 27,Murehwa,82,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.4,0.4,0.2,0,0,0.2,0,0,8,0,No,0.08,1,0,1,1,0.666666667,3,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,2,2,4,0,Stable,Deteriorating,Improving,Improving,10,20,0,30,No,No,Government extension,350,1750,0.03,0.12,0,0.08
397,Ward 27,Murehwa,63,1,1,1,2,3,8,0,0,0,0,0,1,0,2,0,0,0,0.32,0.8,0.2,0.03,0.06,0.03,0,4,13,0,No,0.93,1,0,1,0,0.666666667,5,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,4,9,0,Stable,Deteriorating,Stable,Improving,50,50,0,1200,No,No,Government extension,50,250,0.12,0.26,0.12,0.5
398,Ward 27,Murehwa,50,1,0,0,3,2,8,0,0,1,0,0,1,0,1,0,0,0,2,0.4,1,0.08,0.16,0.76,9,3,43,0,No,7.33,1,0,1,1,1,7,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,6,4,10,0,Deteriorating,Improving,Stable,Deteriorating,150,150,900,0,Yes,Yes,Other farmers,350,350,1.15,0.18,0.15,6.95
399,Ward 27,Murehwa,56,0,0,0,2,1,5,0,0,0,0,0,0,0,1,0,0,0,0.68,0,0.6,0,0.05,0.03,0,0,0,0,No,0,0,0,1,0,0.416666667,2,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,1,7,0,Improving,Stable,Improving,Improving,50,50,0,300,No,No,Government extension,900,1500,0,0,0,0
4,Ward 2,Mbire,46,0,0,0,2,1,7,0,0,0,0,0,0,0,3,0,0,0,2,2,0.2,1.2,0.1,0.5,0,7,3,0,No,1.43,1,0,1,0,0.416666667,4,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,9,3,12,1,Stable,Stable,Improving,Improving,20,20,0,0,No,No,Other farmers,1000,833.3333333,0,0.15,0,0.73
40,Ward 2,Mbire,62,1,0,1,1,1,4,0,0,1,0,0,0,0,2,0,0,0,4.4,1.21,1,2,1.4,4.44E-16,5,28,25,2,No,9.35,1,1,1,1,0.583333333,2,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,10,5,15,0,Deteriorating,Improving,Improving,Stable,0,25,300,300,Yes,Yes,Government extension,1500,500,2.3,2.35,3,6.5
400,Ward 27,Murehwa,85,1,0,1,1,0,5,0,0,0,0,0,1,0,1,0,0,0,0.24,0,0.12,0,0.12,0,0,0,5,0,No,0.05,1,0,1,1,1,5,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,6,2,8,0,Improving,Improving,Improving,Stable,50,50,0,200,No,No,Relatives,120,1000,0,0,0.01,0.05
401,Ward 27,Murehwa,68,0,0,1,1,1,3,0,0,1,1,1,0,0,2,0,0,0,1.4,0,0.6,0.2,0.4,0.2,14,4,25,0,No,10.85,1,0,1,1,1,3,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,12,5,17,0,Improving,Stable,Improving,Improving,150,250,1500,300,No,Yes,Government extension,750,1250,3.8,0.2,0.9,10.3
402,Ward 27,Murehwa,39,1,1,0,2,1,5,0,0,0,0,0,1,0,4,0,0,0,0.4,0.3,0.4,0,0,0,0,11,20,0,No,2.4,0,0,1,0,0.666666667,4,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,1,3,4,0,Improving,Improving,Improving,Improving,50,50,300,0,No,No,Government extension,1150,2875,1.1,1,0.55,1.3
403,Ward 27,Murehwa,84,0,0,2,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0.48,0,0.18,0,0.24,0.06,7,3,5,0,No,5.55,1,0,1,0,0.416666667,5,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,6,4,10,0,Deteriorating,Deteriorating,Deteriorating,Stable,50,50,900,0,No,No,Government extension,1000,5555.555556,1.4,0,1.4,5.25
404,Ward 27,Murehwa,67,0,0,2,1,3,9,0,0,1,1,1,0,0,1,0,0,0,1,0.06,0.18,0.06,0.12,0.64,5,8,8,0,No,5.18,1,0,1,1,0.916666667,5,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,7,5,12,0,Stable,Stable,Stable,Stable,60,60,600,0,No,No,Government extension,400,2222.222222,1.02,0,3.63,4.38
405,Ward 27,Murehwa,63,0,0,1,0,1,2,0,0,2,1,1,1,0,2,0,0,0,1,1,0.6,0,0.6,0,5,0,8,0,No,3.58,1,0,1,1,0.583333333,5,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,5,4,9,0,Improving,Improving,Improving,Improving,50,50,300,0,No,No,Government extension,750,1250,0.06,0.04,1.4,3.58
406,Ward 27,Murehwa,75,1,0,2,0,0,5,0,0,1,1,0,1,0,1,0,0,0,2,0.2,0.4,0.1,0.21,1.29,1,0,57,0,No,1.27,1,0,1,0,0.833333333,4,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,4,3,7,0,Deteriorating,Stable,Deteriorating,Deteriorating,150,100,2500,0,No,No,Relatives,600,1500,6.95,0.48,5.85,1.27
407,Ward 27,Murehwa,89,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.2,0.8,0.2,0,0,0,0,0,0,0,No,0,1,0,1,0,1,3,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,1,3,0,Deteriorating,Deteriorating,Deteriorating,Deteriorating,50,0,0,0,No,No,Relatives,50,250,0,0,0,0
408,Ward 27,Murehwa,69,0,1,1,0,1,3,0,0,1,1,1,1,0,1,0,0,0,2,1,0.18,0,0.3,1.52,5,7,5,0,No,4.95,1,0,0,1,0.916666667,8,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,12,4,16,0,Stable,Stable,Stable,Stable,50,25,700,0,No,No,Development NGO,1000,5555.555556,1.6,0.2,2.3,4.2
409,Ward 27,Murehwa,79,0,0,2,1,2,5,0,0,1,0,0,1,0,4,0,0,0,0.8,3.5,0.26,0.26,0.27,0.01,2,0,10,0,No,1.5,1,0,1,0,0.583333333,4,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,6,4,10,0,Improving,Improving,Improving,Deteriorating,0,50,1200,0,Yes,No,Other farmers,250,961.5384615,0.04,0.03,0,1.47
41,Ward 2,Mbire,51,0,0,0,2,2,5,0,0,0,0,0,0,0,1,0,0,0,2,0.8,0,2,0,0,0,8,0,0,No,1.6,1,0,1,0,0.416666667,4,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,2,8,1,Deteriorating,Deteriorating,Deteriorating,Deteriorating,50,25,0,0,Yes,No,Government extension,1000,500,0.4,0,0.1,0.8
410,Ward 27,Murehwa,26,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.4,0.2,0.2,0,0.3,0,0,0,7,0,No,0.07,0,0,1,0,0.75,7,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,3,2,5,0,Stable,Improving,Improving,Improving,50,50,1,0,No,No,Other farmers,300,1500,0.02,0.04,0.07,0.07
411,Ward 27,Murehwa,42,1,1,0,1,2,6,0,0,0,0,0,0,0,2,0,0,0,0.12,0.4,0.4,0,0.4,0,0,0,0,0,No,0,1,0,1,1,0,6,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,8,1,9,0,Stable,Improving,Stable,Stable,100,50,0,300,No,No,Government extension,250,625,0,0,0,0
412,Ward 27,Murehwa,40,1,1,0,2,2,7,0,0,0,0,0,1,0,1,0,0,0,1,0.2,0.4,0,0.6,0,0,0,9,0,No,0.09,1,0,0,0,0.5,4,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,7,2,9,0,Stable,Improving,Stable,Improving,50,50,0,0,Yes,Yes,Other farmers,200,500,0.1,0.04,0.06,0.05
413,Ward 27,Murehwa,80,1,0,0,3,0,3,0,0,1,0,0,1,0,1,0,0,0,0.3,0,0.18,0,0.06,0.06,0,0,0,0,No,0,1,0,0,0,0.75,4,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,1,6,0,Stable,Improving,Stable,Deteriorating,100,100,500,0,No,No,Government extension,250,1388.888889,0,0,0,0
414,Ward 27,Murehwa,48,0,1,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0.24,0.4,0.2,0,0.04,0,0,2,10,0,No,0.5,1,0,0,0,0.416666667,3,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,3,3,6,0,Stable,Stable,Deteriorating,Improving,0,15,0,300,No,No,Government extension,75,375,0.2,0.04,0.08,0.3
415,Ward 27,Murehwa,45,1,0,0,1,1,5,0,0,0,0,0,1,0,1,0,0,0,0.35,0.6,0.2,0,0.05,0.1,0,0,15,0,No,0.15,0,0,1,1,0.833333333,4,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,2,6,0,Stable,Stable,Stable,Stable,50,50,0,0,Yes,No,Government extension,300,1500,0.21,0.15,0,0.15
416,Ward 27,Murehwa,37,1,1,0,1,2,5,0,0,0,0,1,1,0,2,0,0,0,1,0,0.18,0,0.06,0.76,8,7,11,0,No,7.11,1,0,1,1,1,7,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,7,4,11,0,Improving,Deteriorating,Stable,Deteriorating,55,80,900,600,No,No,Relatives,1000,5555.555556,1.31,0.5,0.07,6.41
417,Ward 27,Murehwa,37,0,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.01,0,0,0.05,0,0,36,0,No,0.36,1,0,1,0,0.5,9,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,3,2,5,0,Stable,Stable,Improving,Stable,20,15,300,0,No,No,Development NGO,500,50000,0.15,0.1,0,0.36
418,Ward 27,Murehwa,52,1,1,1,3,6,18,1,0,1,0,0,1,0,1,0,0,0,4,1,2,0,2,0,17,6,120,0,No,14.3,1,0,1,1,1,10,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,9,4,13,0,Deteriorating,Deteriorating,Deteriorating,Stable,200,200,900,600,No,No,Government extension,1000,500,3.13,0.92,2.1,12.62
419,Ward 27,Murehwa,35,0,1,0,2,0,3,0,0,1,1,1,1,0,1,0,0,0,0.6,2,0.4,0,0.21,0,0,6,8,0,No,1.28,1,0,1,0,0.5,6,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,5,3,8,0,Improving,Improving,Stable,Deteriorating,10,35,0,500,Yes,Yes,Government extension,650,1625,0.75,0.25,0.19,0.68
42,Ward 2,Mbire,46,0,0,0,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0.4,0,0.4,0,0,0,0,0,0,0,No,0,0,0,0,0,0.416666667,3,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,1,1,0,Stable,Stable,Stable,Stable,50,50,0,0,No,No,Government extension,250,625,0,0,0,0
420,Ward 27,Murehwa,30,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0.2,0,0.1,0,0,0.1,0,0,0,0,No,0,1,0,1,1,0.416666667,4,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,1,3,0,Stable,Stable,Improving,Improving,50,50,600,300,No,Yes,Government extension,500,5000,0,0,0,0
421,Ward 27,Murehwa,54,1,1,1,0,1,5,0,0,1,0,1,2,0,1,0,0,0,0.24,0,0.18,0,0.06,0,0,2,21,0,Yes,0.61,1,0,0,1,0.75,5,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,5,5,10,0,Deteriorating,Deteriorating,Deteriorating,Deteriorating,75,50,300,0,No,Yes,Relatives,250,1388.888889,0,0.1,0,0.2
422,Ward 27,Murehwa,64,0,1,0,4,0,6,0,0,0,0,0,0,0,1,0,0,0,0.18,0.06,0.12,0,0.06,0,0,1,0,0,No,0.2,1,0,1,0,0.75,4,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,2,8,0,Stable,Stable,Stable,Improving,50,50,0,0,No,No,Government extension,500,4166.666667,0,0,0,0.1
423,Ward 27,Murehwa,78,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0.24,0.4,0.24,0,0,0,3,0,3,0,No,2.13,1,0,1,1,0.416666667,4,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,2,3,5,0,Improving,Improving,Stable,Improving,50,50,300,0,No,No,Government extension,250,1041.666667,0.08,0.03,0.7,2.13
424,Ward 27,Murehwa,77,1,0,1,1,0,4,0,0,1,2,1,2,0,8,0,0,0,1.5,0.5,1,0,0.46,0.04,25,0,121,0,No,18.71,1,0,1,1,1,6,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,6,4,10,0,Stable,Deteriorating,Stable,Stable,175,250,0,0,No,No,Government extension,750,750,3.63,0,0.03,17.67
